Reviews,Sentiment
 এটা বাজে নাটক অশ্লীল ভাষা অনেক বেশি,negative
 শেষটা আরো বেশি ভালো লেগেছে,positive
 অনেক ভাল,positive
 টাইটেলে সাইন্স বানান টাই ভুল Science হবে,negative
" কথায় আছে সুজা আগুুলে ঘি না উঠলে আগুুল বেকাতে হয়,,, সত্যি যদি আগুুল বেকালে খারাপ পথ থেকে মানুষ ভাল পথে ফিরে আসে   ত হলে আমি বলব এ রকম বেয়াদব প্রতেকটা এলাকায় যেন তাকে। অনেক ভাল লেগেছে গল্পটা এই চরিক্রে নিশো ভাইয়াকে খুব সুন্দর মানিয়েছে।",positive
 কাহিনী ছাড়া ফালতু.........,negative
 একটা অসাধারণ গল্প। এই নাটকটি বাস্তবের সাথে প্রচুর মিল।,positive
" Mabrur Rashid Bannah,  অসাধারণ ভাই।",positive
 জীবনটা বেদনার___,negative
 নাটকটা ভাল লাগলো। অনেক ইমোশনাল,positive
মাল ঠিক আছে কিন্তু কারিগর ঠিক নাই।এই স্ক্রিপ্ট রাইটার কই যে পয়দা হয়।অনন্ত জলিল জায়েদ খান এর পর এই রাইটার।ভার একটা। মোশারফ করিমের প্রতিভাটাকে নষ্ট করা ছাড়া আর কিছু না।,negative
 ভালো লাগছে,positive
 আনেক ভালো একটা নাটক দেখলাম,positive
 ওনেক সুন্দর হইচে নাটকের গান গুলো ও খুব ভালো লাগচে।,positive
 অসাধারণ সুন্দর একটা নাটক। আমি অভিভূত।,positive
 সব মিলে অসাধারণ,positive
 বাড়ি থেকে চলে যাবার পর কী কী হয় দেখার ছিল । শাহনাজ খুশী সত্যিই একজন গুণী অভিনেত্রী,positive
 আমার দেখা অসাধারন নাটক।,positive
 বেগরাইন্ড মিউজিক এর জন্য কথা শুনা যাচ্ছে না! তার পর ও কিছু আ*দা বলদ বলতেছে নাইস অসাধারণ দারুন বাল লাগছে..!!!!,negative
 নাম অনুযায়ী  কোন কল্পকাহিনী নেই....ফালতু একটা নাটক.... দেখে আরোও সময় নষ্ট করলাম,negative
আবাল মারকা নাটক রে ভাই,negative
" Afran Nisho,ভাই অসাধারণ,নাটকটা অনেক অনেক অনেক সুন্দর,, আমার দেখা সব নাটকের চেয়ে এটা বেস্ট নাটক,, ভাই আপনার তুলনা হয়না,,,।আশা রাকি আরু সুন্দর সুন্দর নাটক আমাদের উপহার দেবেন।",positive
ফালতু একটা নাটক। এই পরিচালকের কাছ থেকে বস্তা নাটক আশা করি নাই।,negative
 এক কথায় অসাধারণ একটা নাটক ছিলো. চোখের পানি টাও পড়ছে. বেষ্ট ছিলো নিশো ভাই,positive
" ভাষায় প্রকাশ করতে পারবো নাহ্! এতোটা ভালো লেগেছে॥ Sajjad Vaiya & specially #Shamim Vaiya is one of my favorite person. যেই ভিডিও তে শামীম ভাইয়া রয়েছেন, সেই টা কি করে মিস করবো!?এই নাটকে সবার অভিনয় আমাকে অসম্ভব মুগ্ধ করেছে। এতো নিখুঁত অভিনয় ও সম্ভব! এমন নাটক বারবার ফিরে আসুক দর্শকদের মাঝে। নাটকের সাথে সম্পৃক্ত সকলকে অনেক অনেক ধন্যবাদ। পরবর্তীতে আরো ভালো কিছুর অপেক্ষায়...",positive
 মাসা-আল্লাহ্ অনেক ভালো লাগলো নাটকটা...আর সবচেয়ে ভালো লাগলো নামাজের দাওয়াত দেওয়াটা ধন্যবাদ পরিচালক,positive
 বস্তা পঁচা শত নাটকের চেয়ে এমন মানসম্মত নাটক হাজারগুণ ভালো !!,positive
 নাটকটা বার বার দেখি।খুব ভাল লাগে,positive
 Mizanur  rahman arian এর নাটক বলে কথা- তার মধ্য আবার আফরান বস- নাটক তো ভালো হবেই,positive
 সবচেয়ে ভালো লাগছে নাটকে নামাজ পড়াটা পরিচালকে অনেক অনেক ধন্যবাদ,positive
 অনেকদিন পরে একটা ভালো নাটক দেখলাম। অপূর্ব ও মিথিলা দুজনের অভিনয় অনেক ভালো লাগে,positive
গাজাখুরী নায়ক গাজাখুরী অভিনয় ফালতু।,negative
আসলেই ড্রামা করার জন্য কি গল্পের এতোই অভাব...!,negative
 এই ঈদে ওর দুইটা নাটক জনপ্রিয় হলো যাহা বাস্তবে অনেক মিল..........,positive
 খুব সুন্দর,positive
" নাটকটা নিঃসন্দেহে খুবই সুন্দর, তবে যেহেতু অনেক অল্প বয়সী বাচ্চারাও নাটকটা দেখে থাকবে সেহেতু ডায়ালগের শব্দ ব্যবহারে আরও যত্নবান হওয়া উচিৎ ছিল। ধন্যবাদ।",positive
" নাটক টা অনেক সুন্দর হয়েছে,,,,আফরান নিশো ভাইয়া আপনিই বেস্ট,,,,,I love you ভাইয়া,,, এবং তানজিল আপুকে",positive
 এক কথায় অসাধারণ,positive
"সাগর জাহানের ""সেই রকম চা খোর"" এর পরঝাল খোর টা ভাল লাগছিলতারপর একটা খোর ও ভাল লাগেনাইআর এটা আমার দেখা মোশাররফ করিমের সবচেয়ে বাজে নাটক।গল্পে একদমই মজা ছিলনা",negative
 আসাধারন অভিনয় দুই জনেয় সেরা,positive
 অসাধারণ ভালোলাগার নাটক...শত ভালোবাসা তোমাদের জন্য,positive
শাউয়ার নাটক!! বাল দেখে সময় নষ্ট করলাম।এর থেকে ** দেখা,negative
 সেই একই কন্সেপ্ট বোরিং কাহিনী নাই দুঃখিত বুলশীট বানায়ছেন,negative
 নতুন করে কিছু বলার নাই। গর্ব হয় এমন   দেশের জন্মে যেখানে এতো সুন্দর নাটক হয়৷ না হোক বলিউড এর মত সিনামা তাততে কি আমাদের মতো নাটোক কেউ পারবেনা,positive
" Love uuu bai,,,খুব সুন্দর",positive
" সত্যি খুব ভালো লেগেছে, ছাজ্জাদ ভাই এবং সামিম ভাই ছাবিলা নূর, সত্যি অসাধারণ।",positive
" ধন্যবাদ আরিয়ান ভাই, অসাধারণ নাকট'টি উপহার দেরার জন্য....",positive
 ভালোবাসি বন্ধু তোমায় বলা হয়নি Always তোমার নাটকের অপেক্ষায় থাকি তুমি বুঝোনি Arfan Nisho And  MainSabir fan (Like)  Plz,positive
 মোশারফ এখন একটা ফালতু।,negative
" নাটকের শেষ অংশটা অসাধারন,,, ছিল,,,",positive
নাটকের মাঝে এড দেয় কেন বাল,negative
" মিথিলার ভূমিকাটা সুন্দর,সে স্বাথর্পর নয়",positive
 আধুনিক জীবনের এক কমন আলেখ‍্য।,positive
 অনেক সুন্দর অপূর্বর নাটক মেহেরজাবীন ও মিথিলা ধন্যবাদ,positive
 অসাধারন নাটক টা আমার খুব বেশিই ভালো লাগে।,positive
 মেয়েরা শত ভুল করে Just একবার Sorry বললেই সব ঠিক আর ছেলেরা একবার ভুল করে শত Sorry বললেও কিছুই ঠিক হয়না।।কি আজিবমেয়েরা,negative
 অনেক সুন্দর,positive
 কি বলবো ।।।।। অসাধারণ নাটক।।।।।,positive
" নাটক টার মধ্যে কোন বরিং ফিল করলাম নাহ,ভালো ছিল বাস্তবভিত্তিক!!",positive
কোন হারামজাদা পরিচালক,negative
 গেল ঈদে বেস্ট নাটকের পরে আবার একটা মাস্টারপিস দেয়ার জন্য @Mizanur Rahaman Aryaan ভাই কে অসংখ্য ধন্যবাদ।অপূর্ব মিথিলামেহজাবীন,positive
 Nothis to say এক কথাই just  অসাধারনভাইয়ের আগে ফ্যান ছিলাম আছি থাকবো......... Love u boss and Mehazabine apu,positive
one of the ফাত্রা নাটক,negative
 বৃদ্ধাবনদাস একজন নাট্যকার ও লেখক হিসেবে দিনে দিনে উন্নতি  করছে,positive
 ভালোবাসা সিমাহীন।,positive
 ভেরি ভেরি নাইস,positive
 দারুন অসাধারণ,positive
 আসলে নাটকটা অনেক  অনেক ভাল চিল তাদের তিন জনের অবিনয়টা অনেক  মজার চিল ...,positive
 অসম্ভব সুন্দর একটা  নাটক । খুব ভালো লাগলো। অপূর্ব ও তিশা ফাটাফাটি। ধন্যবাদ শিহাব শাহীনকে।,positive
 অনেক ধন্যবাদ ভাই অনেক দিন ধরে আশায় ছিলাম কখন নিশো ভাইয়ে নাটক দেখব খুবই সুন্দর ছিলো কথা গুলা আরও সুন্দর,positive
 অসাধারণ লাগলো ভিডিও টা.আমি India থেকে  star দিলাম ভিডিও টাই.,positive
 খুবই ভালো লাগলো,positive
 চমৎকার একটি নাটক।,positive
 মাশাআল্লাহ্ সুন্দর,positive
" নাটক টা দেখে যা মনে হলো, এমন মেয়ে এই যুগে পাওয়া অনেক ভাগ্যের ব্যাপার!!কিন্তু তুমি যদি নিজে ভাল থাক তাহলে এমন মেয়ে তোমার জিবনেও থাকতে পারে!!এই নাটকে ছেলেটি কিছুটা অগোছালো থাকলেও তিনি ভাল মনের মানুষ ছিলেন তাই হয়তো তাকে এই মেয়েটি আল্লাহু তা,লা মিলিয়ে দিয়েছে!!!আর অপূর্ব ভাইয়ের অভিনয়টা হেয়ার স্টাইল টা জোশ ছিল!!!",positive
 অনেক ভালো লাগলো  নাটক দেখে,positive
 YouTube এ ভাদাইমার অভিনীত অনেকগুলো অশালীন চরিত্র আছে  শামীম হাসান সরকার দিন দিন এরকম হয়ে যাচ্ছেআমজনতার শামীম ভাই এবার একটু দয়াকরে থামেন,negative
যদি সত্যি বলি তাহলে নাটকটি সত্যিই আবালি হয়েছে,negative
 নাটক টা সত্যিই অসাধারণ,positive
 অসাধারণ একটা নাটক,positive
 শুধু বলব অসাধারন!,positive
 সুন্দর নাটক। অনেক ভালো লাগলো,positive
 এক কথায় অসাধারণ নিশো & তানজিন তিশা জুটি মানেই অসাধারণ #Rongdhonu,positive
 আসলেই খুব ভালো লেগেছে।,positive
"আমি লেবানন থেকে বলছি,এই নাটক টা দেখে আমার ভালোবাসার মানুষ উপমার কথা খুব মনে পড়েছে।উপমাএকটা কথা সত্যিসবার মা বাবা তার সন্তানের ভালো চেয়ে থাকে।কারন মা বাবা সন্তানের মজ্ঞল চায় সব সময়।তোমার মা বাবাও তোমার ভালো চেয়েছে।আমরা দুইজনেই আপ্রাণ চেষ্টা করেছি   দুইজনের দিক থেকে আমাদের ৮ বছরের সম্পর্ক কে বিবাহ বন্ধনে আবদ্ধ করার জন্য,কিন্তুযোগফল শুন্য।তবে মনে রেখো আমি তোমাকে অতীতের মতো আমি আজও তোমাকে ভালোবাসি ও সারাজীবন তোমাকেই ভালোবাসবো এবং সারাজীবন তোমার ভালোবাসা পাওয়ার অপেক্ষায় থাকবো।কারনতুমি আমার প্রথম ভালোবাসা তুমিই শেষ ভালোবাসা।উপমাআমি সব সময় তোমার মজ্ঞল চাই আর চাইবো।শুধুই তুমি সুখে থাকো।                      (Sbr Mohon Babu-Lebanon)",positive
" ভাবছিলাম বাহিরে higher study করে বাহিরেই  settale হব।এভাবে কখনও ভাবিনি।আমি খুব সৌভাজ্ঞবান নাটক টা দেখতে পেরে।।   Love u mom,, love u dad. তোমরাই আমার সব।",positive
 (।।)=অসাধারণ নাটক=(।।),positive
 বোকা নিরবোধ!!,negative
 অনেক সুন্দর হয়েচ্ছে... এমন নাটক আরো চাই।,positive
 সুন্দরের শীর্ষে,positive
 এক কথায় অসাধারণ,positive
" ভালবাসা আসলেই বড় নিষ্ঠুর , সত্যিকারের ভালবাসার মুল্য সবাই দিতে পারেনা , যেমন পারেনাই আমার ভালবাসা",positive
 একেবারে বেশি ক্লোজ হয়ে গিয়াছে আমাদেরকে কালচার এখনো এতো ক্লোজ আসে নাই। আর না আসা টা উত্তম আর যদিও আসে আমার মতে অনেক খারাপ হবে সমাজের জন্য।,negative
 দারুণ একটা বিষয় দারুণ একটা চরিএ অসাধারণ,positive
এটা কি অভিনয় ছিল?,negative
 অনেকদিন পর একটা অন্যরকম গল্প পেলাম। ভালো লাগলো।। ধন্যবাদ শিহাব শাহীন ভাই।।।।,positive
" গার্লফ্রেন্ডরা কখনো ভালো হয় না,আর এই টাইপের মেয়েরা কারো গার্লফ্রেন্ড নয় বউ হিসেবেই পারফেক্ট।জীবন সঙ্গী হিসেবে এরকম মার্জিত আর ধার্মিক মেয়েকে বিয়ে করা মানেই ঘরে একটি জান্নাত আনা!",positive
" আমি কি লিখবো বুজতে পারছিনা, যে কোন  শব্দ সামান্য হয়ে যাবে। আমি হিন্দি মুভি এবং সিরিয়াল দেখতাম, কিন্তু আমাদের আনরজাতিক মানের কিছু হচ্চে।খুব ভালো বললে কম হবে।",positive
 প্রথম দেখার মোমেন্ট'টা অনেক সুন্দর ছিলো… লাভ ইউ নিশু ভাইয়া!,positive
 নামাজ পরতে দেখে অনেক বেশি ভালো লাগেছে।ধন্যবাদ সবাইকে যারা এই নাটকের অভিনয় করেছেন ।।,positive
" এই ঈদে সবচেয়ে সুন্দর নাটক, অনেক ভাল লাগছে।",positive
 সবাই সবার বাবা-মা কে দেখে রাখলে হয়তো আজ পৃথিবীতাই অন্যরকম থাকতো!Bannah vaiya much respect and love for you.,positive
 সত্যি অনেক সুন্দর একটা নাটক,positive
 আপনাদের নাটকে কোনো ভাবেই কোনো অশ্লীল কথা শোভা পায়না আর তিশা ড্রেসের এতো অবনতি,negative
কচুর নাটক,negative
 দুনিয়ায় এর চেয়ে ফালতু নাটক আর নাই,negative
সময়টা অপচয় হলো । টাকার জন্য  এমন নিম্নমানের নাটকও করতে পারে মোশাররফ করিম !!,negative
 কিছু কিছু কঠিন বাস্তব জীবনের পর্ব থেকে মুছে ফেলা যায় না মানে প্রথম ভালোবাসা । হয়তো প্রথমবার করা timepass আর ভালোলাগা মন থেকে মুছে ফেলা যায় কিন্তু প্রথম ভালোবাসা না। আমি তোমাকে অনেক ভালোবাসি যেখানে আমার সকল কিছু মাথা নিচু করে যায় । খুব সুন্দর একটি নাটক,positive
" সত্যি বলতে কি বাংলাদেশের প্রচুর নাটক দেখি। খুবই ভালো লাগে। বিশেষ করে অপুর্ব আর মেহজাবিন এর নাটকের ফ্যান আমি। বড়ো ছেলে নাটক এর পর এই নাটকটি খুবই ভালো লাগলো। একটা মেয়ে কাউকে পরিবর্তন করার ক্ষমতা রাখে, যেটা এখানে দেখানো হোয়েছে। ছেলেরা বাস্তবিকই অগোছালো স্বভাবের হয়। তার জন্য একটা ভালো মেয়ের দরকার হয়। ইসলামিক ভাবধারা গুলো এ নাটকে সুন্দর পরিবেশিত হয়েছে। এরম নাটক আজ খুবই দরকার সমাজে। এরম একটা নাটকের জন্য ধন্যবাদ।",positive
 আমার দেশ এর মেয়েরা এতো খারাপ কথা বলে ।।। এই সব না দেখলে বুঝতাম না ভাগ্য ভালো যে গ্ৰামে কখনো যাইনি,negative
 কুত্তার বাচ্চা। তুই  আমার  ফন দরস না কেন????????,negative
" ভাই আর ভালো লাগেনা তানজিল তিশার নাটক, ভাই মেহেজাবিন আপুকে নিয়ে কাজ করেন?",positive
বালের নাটক,negative
 আমি ইন্ডিয়া থেকে আমার প্রিয় অভিনেতা চঞ্চল চৌধুরী এর নাটক আমি কখনো মিস করি না আমি হ্যাপি ফ্যামিলি দেখেছি জয়েন ফ্যামিলি দেখলাম হ্যাপি ফ্যামিলি দেখে তো আমি অনেক হেসেছিলাম কিন্তু জয়েন ফ্যামিলি দেখে চোখের পানি ঝরে পরলো এখানে যারা অভিনয় করলো অসাধারণ এক কথায় বলে অসাধারণ বৃন্দাবন দাসের লেখা নাটক আমি অনেক দেখেছি সব নাটক অসাধারণ বলার মত ভাষা নেই আর শাহনাজ খুশির নাটক অভিনয় অসাধারণ তার দুটো ছেলে অনেক সুন্দর অভিনয় করেছে নাটকের পরিচালক অনেক ধন্যবাদ এরকম একটা সামাজিক নাটক উপহার দেওয়ার জন্য এই নাটক সবার দেখা উচিত ফুলির মত এরকম হাজারো অবহেলিত মেয়ে আছে কোন এক ভাইয়ের সংসারে তারা বোনকে অবহেলা করে তাদের এই নাটক দেখা উচিত যাদের বোন নেই তারাই বোঝে বোনের অভাব কি আমি অনেক ভালবাসি আমার সব বোন দের কে আর নাটকের পর্দার পিছনে যারা কাজ করেছে সবাইকে ধন্যবাদ,positive
 শেষটা ভালো হলো না,negative
 আমার পছন্দের নাটক,positive
 সুন্দর লাগে নাটক টা,positive
 নাটকের কাহিনী নিঃসন্দেহে ভাল৷ তবে নাট্যকার আরো একটু সচেতন হলে ভাল লাগতো৷ কয়েকদিন আগে বিয়ে হয়ে আসা নতুন বউয়ের মোবাইলে স্বামীর ফেসবুক স্ট্যাটাস দেখানো হলো অথচ পুরনো প্রেমিকা তার আইডি জানে না এটা গাঁজা৷ তাছাড়া নাটকে আধুনিক স্মার্টফোন দেখানো হয়েছে অথচ দুই বান্ধবী নিজেদের যারা বেস্ট ফ্রেন্ড বলছে তারা সামাজিক যোগাযোগ দ্বারা যুক্ত নয় এমনকি নতুন বউ নিজের আইডিতে বিয়ের বা স্বামীর ছবি শেয়ার করলো না এটাও গাঁজা৷ আসলে নাটকের ঘটনার সময়কাল আরো অতীত দেখিয়ে স্মার্টফোনের পরিবর্তে ফিচার ফোন ব্যবহার করলেই আর কোন সমস্যা থাকতো না৷ মনে রাখা উচিৎ দর্শকেরা ছাগল নয়৷,negative
 কিছু আপত্তি ছাড়া মোটের উপর নাটকটা অনেকটাই জীবনধর্মী। সুস্থ ও সুন্দর জীবনধারার প্রতি আমাদের সবার আগ্রহ বাড়ুক এটাই কাম্য।,positive
এই গুলা কি নাটক??  হুদাই সময় নষ্ট নাটক নির্মাতা ভাইদের বলতে চাই ভাই এই গুলো যদি নাটক হয় তাহলে ভাই আপনারা নাটক তৈরী বন্ধ করে দেন মোসারফ ভাই এর ভাত শেষ মনে হচ্ছে তাই তাকে এখন এই সব করে পেট চালাতে হচ্ছে,negative
ফালতু নাটক সময় নষ্ট,negative
" খুব সুন্দর, রুচিশীল একটা নাটক",positive
 অসভ্য নাটকের ভাষা ।।।,negative
 অসাধারণ সুন্দর নাটক।,positive
 খুব ভাল হয়েছে,positive
 আহা! কি প্রেম!! জমে একেবারে খির!! অসাধারণ লেগেছে।,positive
 অসাধারণ লাগলো boss এরকম নাটক আরো চাই....?,positive
বালের নাটক বানাউ সালারা,negative
 আমার  সেরা  এক টার  এর নাটক কোন দিনও মিস করি নাই  সব নাটক দেখা হয়ে গেছে।,positive
 অনেকদিন পর এই নাটকে আলগা সিদ্দিকরে দেখালাম....,negative
 অনেক সুন্দর নাটক,positive
নাটক টা ভালো লাগছে।কিন্তু একটা কথা না বললেই নয়।অশ্লীল বাক্য গুলো না উচ্চারণ করলে ও হতো।আমরা নাটক দেখতে ফ্যামিলি ছোট বড় সবাই মিলে একসাথে দেখি।আজ আমার ৪ বছরের মেয়ে বলে মা দেখ খালামনিটা পঁচা কথা বলে। আল্লাহ রাগ করে পঁচা কথা বললে ।plz পরবতীর্তে এগুলোর দিকে খেয়াল রাখবেন ।plz plz plz....,positive
বালের নাটক,negative
 ভালো হবে নিশু বলে কথা,positive
 অনেক অনেক অনেল ভালো লাগলো।লাভ ইউ নিশু ভাই এবং অমি ভাই।,positive
 ওনেক সুন্দর  হইসে,positive
" নামা্য আর টুপির বিষয়টা খুব ভাল লাগছে,,,",positive
বালের নাটককাচ্ছি পরিচালকের পাছায় ভরে দিলে ভাল হবে।,negative
 ভালবাসার শক্তি টা অনেক বড় এর জন্য মানুষ নিজেকে বদলে দিতে পারে। ভালবাসা বেঁচে থাকো সবার জীবনে।,positive
আরে ভাই ওই দুইটারে চ...ু....দ....ে দে।,negative
 এক কতায় অসাধারণ,positive
" সত্যিই অসাধারণ খুব ভাল লাগলো ,নাটক,টি",positive
 নতুন নাটকের জন্যে  ধন্যবাদ,positive
 এক কথাই অসাধারন। বস বলে কথা আরো নাটক চাই,positive
 ধন্যবাদ শিহাব শাহীন ভাই..!এমন আরো অনেক নাটক আশা করি তোমার কাছ থেকে..!,positive
"'আপনাকে পাগল এর মত ভালোবাসি' নিশু ভাই এই কথা টাই অশ্রু আনতে পারে,পাথুরে মন এর ও।২ প্রিয় মানুষ এর অভিনয়, আর সাথে প্রিয় আরিয়ান ভাই,সত্যি অসাধারণ।",positive
চেলে দুইটা ছাগল,negative
 আরফান নিশো ভাইয়ার নামাজ পড়াটা অনেক ভালো হয়েছে আলহামদুলিল্লাহ,positive
 টাকা লোভ  এ মানুষ কত নিচে নামে।যেমনি মোশাররফ নেমেছে।যত ফালতু নাটকে অভিনয় শুরু করে দিলো,negative
 খারাপ না৷ বেশ ভালো নাটক।,positive
সমাজটাকে শেষ করে দিল এই সব নাটক।,negative
 Wow! অসাধারণ গল্প। অনেক সুন্দর একটা নাটক। জয় হোক বাংলাদেশের নাটকের।,positive
 মিজানুর রহমান আরিয়ানের আরেকটি মাস্টারপিস। এক কথায় অসাধারণ।,positive
 খুব ভালো লাগছে,positive
 ফালতু একটা নাটক,negative
এক কথায় জঘন্য... গু দেখতেও এত খারাপ হয় না... ছিহ  ছিহ... থুতু মারি এই নাটকের হোগায়...!!! মোশাররাফ করিম ভাই তুই অফ যা প্লিজ... বর্তমান সময়ে তুই একটা কীট... বাংলা নাটক ধ্বংস করতাছস...!!,negative
 অনেক সুন্দর  নাটক...,positive
" গল্পটা যেমন ছিলো তাতে যদি ড্রামা আরেকটু কম হতো, তাহলে হয়তো অন্যরকম লেভেলের একটা ভালোলাগা কাজ করতো। তারপরেও যথেষ্ট ভালো হয়েছে। হয়তো বছরের সেরা নাটকটা এটাই ছিলো আমার কাছে।",positive
 নিশো ও তানজিন তিশা সবচেয়ে রোমান্টিক জুটি।তাদেরকে বড় পর্দায়ও দেখতে চাই।তুমুল হিট জুটি....,positive
 মিজানুর রহমান আরিয়ান ভাইকে অনেক ধন্যবাদ এত সুন্দর নাটক উপহার দেওয়ার জন্য খুব শিঘ্রই তুমি আমরই  দেখতে চাই নিশোমেহজাবিন কে নিয়েভালবাসা অবিরাম,positive
 সত্যি খুবি খুব সুন্দর নাটকটা,positive
" অসাধারণ একটা নাটক দেখলাম, আসলেই নিশু আর তানজিন তিশা জুটি মানেই সেরা জুটি",positive
" অসাধারণ একটি টেলিফিল্ম। অনেক ভালো লাগল, অার এই সুন্দর একটি টেলিফিল্ম যারা অামাদের কে উপহার দিল তাঁদের কে সহ Ntv র পরিবার কে জানাই অসক্ষ্য ধন্যবাদ।",positive
 নিশো ফালতু ছেলে. বান্দরের মত চেহারা একদম পাগলের মত...,negative
 খুশিতে চোখে পানি এসে গেল।,positive
 কি সুন্দর একটা নাটক । আমাদের বাংলা ফিল্ম ইন্ডাস্ট্রি বাংলাদেশ থেকে অনেক কিছু শিখতে পারে। I am from india . I have to commit that Bangladesh film industry is better way more than Kolkata film industry.Love from india Tanjin Tisha,positive
 নাটক টা দেখছি।।।। অনেক ভালো লাগছে।।লাভ ইউ নিশো বস।,positive
 এই বছরের সেরা কা নাটক। ওয়াও,positive
 Asadharon notak .. অপূর্ব সত্যিই অপূর্ব...,positive
বালের নাটক,negative
 অাগের গুলার মত হয় নাই।গল্প অনেক দূর্বল।,negative
 নাটকটাতে পোশাকে সমস্যা আছে,negative
 অনেক দিন পর ভালো নাটক দেখলাম,positive
 ভাই অাপনাকে অনেক ধ্যনবাদ... অন্য রকম ভাবে দেখলাম অাপনাকে...  অনেক ভালো লাগলো অাপনাকে নামাজের জন্য...?,positive
 কার কার কাছে  ভালো লাগছে,positive
 এত বিজ্ঞাপনে বিরক্ত লাগে,negative
 আপি আপনি খুব বেশি নেকামি করেন ।,negative
 এই নাটকটিতো মজনু একজন পাগল নহে এই বাড়ির দিষ্ষ,positive
 জোর করে হাসানোর চেষ্টা।।।,negative
 পরিচালক এর ও মেয়বী ছেলেদের প্রতি এমন আকর্ষন কাজ করে আর যাই ই হোকঅন্তত শাওন ভাইয়ের কাছে থেকে এমন স্টোরী তে কাজ করা টা আশা করিনি...পুরা ৪৫ মিনিট সময়টাই ফালতু ভাবে নষ্ট করলাম...,negative
 বৌ যদি এত লাফালাফি করে তবে সংসার রাখার ওসিলায় অন্যায় তো করতে হবেনা একটা থাপ্পর মারলেই সব ঠিক তাও ঠিক না হইলে বৌরে শুধু বললেই হইতো যে ঠিক আছে ভালো না লাগলে চলে যাও আরেকটা বিয়ে করে নেই তখনই সব ঠান্ডা জামাই হোক কিংবা বৌ হোক তার সাথে অন্যায় না করেই সামান্য কথা আর টেকনিক করেই সোজা রাখা যায়! এর জন্য কি চুরি করা লাগে? ফালতু লোক!,negative
 অনেক সুন্দর লাগছে,positive
মসারোফ করিম। মানে বেয়াধপ,negative
 পোশাক অশ্লীল ছিল বাংলাদেশের জন্য এটা টিক না,negative
 অসম্ভব সুন্দর একটা নাটক ভালবাসা বা ভাললাগা টাও যে পবিত্র থাকতে পারে নাটক টা দেখে বোঝা যায়। এক কথায় অস্থির মানে অস্থির অনেক অনেক অনেক ভাল লেগেছে কোনো নষ্টামি না কিছুই না সব মেয়েই যদি এমন হতো আর সব ছেলে যদি এভাবেই মেয়েদের সম্মান দিত তাহলে কতই না ভালো হতো,positive
 ওমি ভাই আপনাকে অনেক ধন্যবাদ যে এরকম একটা নাটক উপহার দেওয়ার জন্য,positive
 ফালতু নাটক!!!,negative
" সেই ভালো লাগছে, কিন্তু শেষের কথা গুলো ভিতরে লাগছে! সব মিলিয়ে ভালো লাগলো নাটক টা!",positive
 বাংলা নাটকের তুলনা হয় না...।,positive
" সত্যিই অনেক ভালো লাগছে,,,হয়তো কারো জীবন এর সাথে মিলেও গেছে,,,ধন্যবাদ জানাই,,,পরিচালক ভাই কে,,,আপনার কাছ থেকে ভালো কিছু পাওয়ার অপেক্ষায় থাকলাম",positive
 খুব সুন্দর নাটক।চোখের পানি ধরে রাখতে পারলাম না।,positive
 নাইস নাটক আফরান নিশোর,positive
 অসাধারন৤৤৤৤৤৤,positive
 সেই হইছে,positive
" ছেলে দুটো জাতির ভাতিজা, কি সুন্দর চেহারা, কি সুন্দর কথা,একদিন বাবা মায়ের নাম করবে!!",positive
 Vedio Quality টা বেশি ভালো হয় নাই,negative
 মেয়েরা অনেক লোভী,negative
 মিজানুর রহমান আরিয়ান মানেই সেরা এই নামটার জন্যই আগ্রহ নিয়ে নাটক দেখি 😊অপূর্ব হোক বা আফরান নিশো সেটা ব্যাপার না..😋,positive
 ওয়াও খুব ভালে লাগলে। আরে বেশিভালে লাগতে যদি মিথিলার সাথে দেখা হতে।,positive
 ফালতু নাটক।সময় নষ্ট হলো দেখে।,negative
"অনেকের জীবনের গল্পের সাথে আনায়েসে মিলে গিয়েছে।।তাছাড়া বিবাহ পরবর্তী ৩৫ টা বছরকে শুধু বেড সিন দিয়ে কত সুন্দরভাবে হাইলাইট করা হয়েছে,যাস্ট অসাধারণ",positive
বালের পরিচালক মাথাটাই নষ্ট করে দিছেসময়টাও নষ্ট করে দিছে,negative
 নাটকের গল্প টা সম্পূর্ণ বাস্তবতা অবলম্বনে ছিল কিন্তু শেষের অংশ টা বাস্তবতার সাথে মিলে নি ভাই। ভুল টা একবার করাই ভালো বার বার না।,negative
 ফালতু নাটক,negative
শেষের কথা গুলো কলিজায় লাগে।সব ঠিক ছিলো কিন্তুু ৩ বছর পর এসে দেখা উচিত ছিলো নাজিয়া তার জন্যই বিয়ে না করে বসে আছে তাহলে অনেক ভালো লাগতো।,positive
" ভাই সেরা,,,মনে লাগলো…",positive
 অস্থির লাগছে,negative
 খুব খুব ভালো লাগলো । পঃ বঙ্গ  ।,positive
 অসাধারণ একটা নাটক,positive
 হুর বা*নাটকের শেষে হোগা মারা হয়ে গেছে🤢টিপিক্যালি নাটক গুলোর মত চিরচায়িত মিল,negative
 এক কথায় অসাধারণ মিজান ভাইয়া আপনাকে ধন্যবাদ এত সুন্দর নাটক উপহার দেওয়ার জন্য।  আর মিথিলা এবং অপুর্ব কি আর বলব বলার ভাষা আমার জানা নাই।  ধন্যবাদ আবারো মিজান ভাই কে।,positive
 বুজিনা মেয়েদেরকি আজকাল উরনা পরতে লজজা লাগে,negative
